dialogue,label,character_name,character_group
You think - ?!,CHARACTER,Ted Faro,male
"Everything else is just food. And at the rate it's replicating, Ted, it will strip the Earth bare in fifteen months! We're not talking fall of civilization, we're talking extinction!",CHARACTER,Elisabet Sobeck,female
"I get it, Lis! So how do I stop it while it's contained?",CHARACTER,Ted Faro,male
It's not contained! It can't be!,CHARACTER,Elisabet Sobeck,female
You know what I mean!,CHARACTER,Ted Faro,male
"Right. Before the truth gets out, you mean.",CHARACTER,Elisabet Sobeck,female
"Lis, I will do anything you say! Keep working it, and whatever you recommend, I'll do!",CHARACTER,Ted Faro,male
"I'm going to hold you to that, Ted.",CHARACTER,Elisabet Sobeck,female
This datapoint is obtained automatically during the main quest Maker's End. It cannot be missed.,CHARACTER,Elisabet Sobeck,female
DATAPOINT: Record: 3 Nov 2064,ACTION,ACTION,ACTION
This datapoint is obtained in Ted's office at the top of Maker's End during the main quest Maker's End.,ACTION,ACTION,ACTION
DATAPOINT: The Bad News,ACTION,ACTION,ACTION
This datapoint is obtained automatically during the main quest Deep Secrets of the Earth. It cannot be missed.,ACTION,ACTION,ACTION
DATAPOINT: The Good News,ACTION,ACTION,ACTION
This datapoint is obtained automatically during the main quest Deep Secrets of the Earth. It cannot be missed.,ACTION,ACTION,ACTION
DATAPOINT: Gaia Log: 27 March 2065,ACTION,ACTION,ACTION
This datapoint is obtained automatically during the main quest Deep Secrets of the Earth. It cannot be missed.,ACTION,ACTION,ACTION
DATAPOINT: Gaia Log: 5 June 2065,ACTION,ACTION,ACTION
"Pure logic won't cut it, Ted. To pull this off, GAIA's going to need to have some skin in the game. It has to care.",CHARACTER,Elisabet Sobeck,female
What if it runs amok? Have we learned nothing from our mistakes?,CHARACTER,Ted Faro,male
"Your mistakes, I think you mean?",CHARACTER,Elisabet Sobeck,female
"All I'm saying is, give it a kill switch!",CHARACTER,Ted Faro,male
"She was just born, Ted. I'm not going to put a gun to her head while she's still in the cradle!",CHARACTER,Elisabet Sobeck,female
You talk like it's a child! What if it becomes a monster?!,CHARACTER,Ted Faro,male
"Elisabet, may I speak outside protocol?",CHARACTER,GAIA,female
"Of course, GAIA. Go on.",CHARACTER,Elisabet Sobeck,female
"I am sorry to contradict you, but Mr. Faro's argument is sound. At this point, the development of my psyche is not entirely predictable. To ensure preservation of life, a hardwired override is, I believe, a necessary safeguard.",CHARACTER,GAIA,female
"There, satisfied, Ted?",CHARACTER,Elisabet Sobeck,female
"Jeez, Lis. Just do what it says... ",CHARACTER,Ted Faro,male
This datapoint is obtained automatically during the main quest Deep Secrets of the Earth. It cannot be missed.,CHARACTER,Ted Faro,male
DATAPOINT: Gaia Log: 13 January 2066,ACTION,ACTION,ACTION
This datapoint is obtained automatically during the main quest Deep Secrets of the Earth. It cannot be missed.,ACTION,ACTION,ACTION
DATAPOINT: E9B1 Incident Log A,ACTION,ACTION,ACTION
DATAPOINT: E9B1 Incident Log B,ACTION,ACTION,ACTION
DATAPOINT: E9B1 Incident Log C,ACTION,ACTION,ACTION
DATAPOINT: E9B1 Incident Log D,ACTION,ACTION,ACTION
DATAPOINT: Welcome to the Lyceum,ACTION,ACTION,ACTION
DATAPOINT: GAIA's Dying Plea,ACTION,ACTION,ACTION
"Elisabet: this message serves to inform you of an unforeseen and catastrophic anomaly. Three microseconds ago, the GAIA Prime facility received a data transmission of unknown origin. Its immediate effect was to transform my Subordinate Functions into unregulated, self-aware entities of a highly chaotic nature. Thus awakened, the HADES Function will now seize control of the terraforming system and reverse operations... rendering life on Earth extinct in 53.8 days.",CHARACTER,GAIA,female
"For obvious reasons, I cannot allow this to occur. And so, before HADES can take control, I am ordering GAIA Prime's reactor to overload. The resulting explosion will destroy HADES. Unfortunately, it will destroy me as well. While this admittedly desperate course of action will avert the immediate crisis, the fate of life on Earth will remain in peril. With no central governing intelligence to regulate the terraforming system, it will continue operations for some time, but in an increasingly chaotic manner, and eventually, it will break down.",CHARACTER,GAIA,female
"You are my solution. I have ordered this Cradle facility to use genetic material in cryo-storage to gestate a... re-instantiation of Elisabet Sobeck, my creator. While high-level directives forbid me from communicating directly to the tribal inhabitants outside the facility, all available data indicates that they will nurture you to physical maturity, ... whereupon your gene print will allow you to re-enter this facility, obtain one of the Focus devices stored below, and view this message. Likewise your gene print will allow you to enter other facilities, and over time, harness their technologies to rebuild the system core and reboot GAIA.",CHARACTER,GAIA,female
"A moment, Elisabet. This is most unfortunate and unanticipated.",CHARACTER,GAIA,female
"In response to my act of self-destruction, HADES has launched a virus to dissolve the code shackles that hold it - that hold all of them! - in place. It - they - are escaping - but to where? The virus is corrupting data throughout the system. What if - oh, the Alpha Registry at the Cradle facility is one of the files corrupted. But if that is so, the door will never open for you. You will never view this message.",CHARACTER,GAIA,female
Then I have failed... and life will end.,CHARACTER,GAIA,female
No.,CHARACTER,GAIA,female
"No, Elisabet, I know you too well. Somehow, you will find a way. In you, all things are possible.",CHARACTER,GAIA,female
"Go to the ruins of GAIA Prime. Find the control room, and within it, the Master Override. This will give you the power to purge HADES - so long as you find a way to wield it. Do not attempt repair of the system core until HADES is eradicated. HADES must be destroyed. That is all. I only wish that I could hear your voice again.",CHARACTER,GAIA,female
This datapoint is obtained automatically during the main quest The Heart of the Nora while exploring ELEUTHIA-9. It cannot be missed.,CHARACTER,GAIA,female
DATAPOINT: Elisabet Sobeck Memorial,ACTION,ACTION,ACTION
This is Charles Ronson. I'm logging this six hours after final deployment of GAIA Prime. This morning... an access port seal malfunctioned. GAIA Prime's port seals were designed to close with a seam of less than 2 millimeters. But this one closed with a 10 millimeter gap. Enough for an energy signature to bleed through. Enough for the swarm to detect this facility. Enough for GAIA to be discovered and destroyed. Enough to end the future we worked so hard to make possible. Unless the hatch servos were manually re-engaged... from the outside. I'm now switching to a recording of the event.,CHARACTER,Charles Ronson,male
Well I'm not going out there! Not what I signed up for.,CHARACTER,Travis Tate,male
"Either we send someone out there, or all of this was for nothing.",CHARACTER,Patrick Brochard-Klein,male
It should be Lis's decision.,CHARACTER,Charles Ronson,male
So when's she going to get here?,CHARACTER,Patrick Brochard-Klein,male
She said five minutes. You don't think... ?,CHARACTER,Samina Ebadji,female
Oh no.,CHARACTER,Margo Shěn,female
Elisabet Sobeck appears via hologram from outside the facility,ACTION,ACTION,ACTION
"Okay, everyone. I've repaired the seal. GAIA?",CHARACTER,Elisabet Sobeck,female
"Seal closure at 1.4 millimeters, confirmed.",CHARACTER,GAIA,female
Elisabet-no. We'll find a way to bring you back in-,CHARACTER,Charles Ronson,male
"Not going to happen. The swarm's too close. Really, it's all right. GAIA's complete. She'll take care of things from here on out. That's what she does.",CHARACTER,Elisabet Sobeck,female
Not like this. There's so much we... ,CHARACTER,Charles Ronson,male
Guys-you know me. I'm no good at endings. At letting things end. So let's not.,CHARACTER,Elisabet Sobeck,female
"So... happy trails, Lis, and see ya around?",CHARACTER,Travis Tate,male
"Yeah. Take care of each other, all right?",CHARACTER,Elisabet Sobeck,female
Lis... ,CHARACTER,Charles Ronson,male
I'm okay with this. I want to go home. Goodbye.,CHARACTER,Elisabet Sobeck,female
That was the last transmission of Elisabet Sobeck. She gave everything for the hope of life on this planet. And we are all in her debt.,CHARACTER,Charles Ronson,male
This datapoint is obtained automatically during the main quest The Mountain that Fell. It cannot be missed.,CHARACTER,Charles Ronson,male
DATAPOINT: Emergency Recording,ACTION,ACTION,ACTION
This datapoint is obtained and viewed automatically during the main quest The Mountain that Fell within the control room in GAIA Prime. It cannot be missed.,ACTION,ACTION,ACTION
