dialogue,label,character_name,character_group
The Listener? What's a Listener?,CHARACTER,Dragonborn,playerChoice
"Oh, well, the Listener is the only person the Night Mother speaks to. It is the highest honor attainable by a member of the Dark Brotherhood. Of course our Lady is dead, so she doesn't talk with words, since her lips are...rotted. But inside the Listener's head. I hear it's...intimate. Ah, but there has not been a Listener in years and years. Our Lady has not chosen Cicero, and certainly not Astrid. Or...anyone. But some day... Farewell, farewell!",CHARACTER,Cicero,male
The player goes to Muiri at the apothecary in Markarth.,ACTION,ACTION,ACTION
Why are you looking at me like that?,CHARACTER,Muiri,female
"The Dark Brotherhood has come, Muiri.",CHARACTER,Dragonborn,playerChoice
"The Dark Brotherh... Oh. Oh! I...my goodness, you're really here! The Black Sacrament. It actually worked?",CHARACTER,Muiri,female
Obviously. Now tell me what you need.,CHARACTER,Dragonborn,playerChoice
What I need? What I need is for Alain Dufont to die! I want him hunted down and murdered like the dog he is! (Remain silent) I'll need more to go on than that...,CHARACTER,Muiri,female
"By Sithis, I need details. Get to the point.",CHARACTER,Dragonborn,playerChoice
"I didn't know when we were...with each other...but Alain is actually a leader of a band of cutthroat bandits. They're holed up in some old dwarven ruin -- Raldbthar. It's near Windhelm. They use it as their base. It's where they stage their raids. I want you to go to that ruin, find Alain Dufont, and kill him. I don't care about his friends. Do whatever you want with them. But Alain has to die!",CHARACTER,Muiri,female
"Actually, Alain Dufont is already dead. I killed him.",CHARACTER,Dragonborn,playerChoice
"What? Alain is...is dead? I...I'm grateful. It's just this...this isn't at all how I imagined things would play out. There was Alain, but I was considering more, and... Ah, well. Dead is dead. Right? My thanks to you, assassin. Here's the gold I was going to pay you for the job. You earned it, after all.",CHARACTER,Muiri,female
It will be done.,CHARACTER,Dragonborn,playerChoice
"Excellent. Once Alain is dead, I'll pay you. In gold. I've saved up a bit. I hope that'll do. But, well... There is one more thing. If you're interested?",CHARACTER,Muiri,female
I'm listening.,CHARACTER,Dragonborn,playerChoice
"If you can...I want you to kill someone else, as well. You don't have to -- it's not part of our deal. But if you do...I'll pay you even more. It's Nilsine Shatter-Shield, in Windhelm. If Nilsine dies, too...I'll make it worth your while.",CHARACTER,Muiri,female
Tell me the full story. Why do you want Alain dead?,CHARACTER,Dragonborn,playerChoice
"I went to Windhelm to see the Shatter-Shields. They were old and dear friends, and...in mourning. Friga was killed recently. Murdered... I met Alain at the tavern, while I was...drinking my sadness away. He was handsome, and charming. He said I was the ""beautiful lily"" of his dreams. Alain made all the pain just...go away. But it was all lies! Alain used me. He ruined my name, destroyed my friendship with the Shatter-Shields... Do you know why Alain was in Windhelm? He heard about Friga's murder. He wanted to befriend the family in their grief ...and rob them blind. Alain used me to get close to my friends. And now they all think I'm some kind of...monster. Alain Dufont took my life. And now I'm taking his.",CHARACTER,Muiri,female
And Nilsine Shatter-Shield? Why must she die?,CHARACTER,Dragonborn,playerChoice
"Don't you see? I was like a daughter to Tova. A sister to Nilsine and Friga. But the family refuses to believe my innocence. No matter what I say. Couldn't they understand that I was used? That I was grieving for Friga, too? No...they treated me like garbage, threw me away. With Nilsine dead, maybe then Tova will realize what she's lost, hmm? Maybe then she'll see that I was just as much a daughter as the others. And if not, may she drown in her own tears.",CHARACTER,Muiri,female
Is there anything else?,CHARACTER,Dragonborn,playerChoice
"I planned to kill Alain myself, you know. Nilsine, too. But lost my nerve. I even brewed a special poison, Lotus Extract. Maybe you could use it? Just coat your weapon with it. Then...you get the idea. Make them all pay for what they've done to me...",CHARACTER,Muiri,female
The player confronts Alain.,ACTION,ACTION,ACTION
"Well. You must have all those annoying gods on your side to have made it this far, whoever you are. Even I have to admit, that's pretty impressive.",CHARACTER,Alain,male
If the player goes to Nilsine Shatter-Shield...,ACTION,ACTION,ACTION
What? Did...you need something?,CHARACTER,Nilsine,female
Muiri sent me. She is quite unhappy...,CHARACTER,Dragonborn,playerChoice
Muiri? I can't believe my family trusted that backstabbling little strumpet. You tell her she's dead to us. You hear me? Dead!,CHARACTER,Nilsine,female
Do you hear that?,CHARACTER,Dragonborn,playerChoice
"It's the sound of your sister, screaming in the Void...",CHARACTER,Dragonborn,playerChoice
"What kind of cruel, horrible person are you? My sister was murdered. Do you have any idea what that's like? What I'm going through?",CHARACTER,Nilsine,female
(Remain silent),CHARACTER,Dragonborn,playerChoice
"You just going to stand there, gawking? Go away. You're starting to ...frighten me.",CHARACTER,Nilsine,female
The player returns to Muiri after slaying Alain.,ACTION,ACTION,ACTION
"Well, what news? Is Alain...",CHARACTER,Muiri,female
Alain Dufont now lies dead.,CHARACTER,Dragonborn,playerChoice
"That bastard got exactly what he deserved. • But last I heard, Nilsine is still alive. So I guess you decided not to kill her as well. I have to admit...I'm disappointed. Here's the payment for killing Alain. And nothing for letting Nilsine live. Just remember, that was your decision. • And...I heard about Nilsine. You have more than fulfilled your part of the bargain. Please, take this -- as payment, and a symbol of my affection. I'll never forget you.",CHARACTER,Muiri,female
"When the quest is over, it's back to the Sanctuary.",ACTION,ACTION,ACTION
"Ah, you're back. So, how went our first real contract? A bit more exciting than what Nazir's been offering, I'd wager.",CHARACTER,Astrid,female
I did what had to be done. Nothing more.,CHARACTER,Dragonborn,playerChoice
"Of course, dear. Of course. And, from what my little ravens tell me, you handled yourself quite well.",CHARACTER,Astrid,female
I live only to serve. Hail Sithis!,CHARACTER,Dragonborn,playerChoice
"Oh, very good. Very good indeed. You, my dear, are going to fit in here quite nicely...",CHARACTER,Astrid,female
(Remain silent),CHARACTER,Dragonborn,playerChoice
"Very well. I respect your discretion. Now, I need your assistance with a matter of a more...personal nature.",CHARACTER,Astrid,female
Is something wrong?,CHARACTER,Dragonborn,playerChoice
"It's Cicero. Ever since he arrived, his behavior's been... Well, erratic would be an understatement. I do believe he is truly mad. But it's worse than that. He's taken to locking himself in the Night Mother's chamber, and talking. To someone. In hushed, but frantic tones. Who is he speaking with? What are they planning? I fear treachery.",CHARACTER,Astrid,female
"Astrid, you're being a bit...paranoid.",CHARACTER,Dragonborn,playerChoice
"Maybe so, but healthy paranoia has saved this Sanctuary before, and my gut's telling me the demented little fool is up to something.",CHARACTER,Astrid,female
"By Sithis, we must stop them!",CHARACTER,Dragonborn,playerChoice
"So you understand my fear. If Cicero's planning something, and conspiring with one of our own, it would be disastrous.",CHARACTER,Astrid,female
(Remain silent),CHARACTER,Dragonborn,playerChoice
You must understand. If Cicero is turning the others against me... against us... Our Family would not survive such division.,CHARACTER,Astrid,female
What do you want me to do?,CHARACTER,Dragonborn,playerChoice
"Dear brother, I need you to steal into that chamber, and eavesdrop on their meeting. It'll be no use clinging to the shadows. They'll see you for sure. No, you need a hiding place. Somewhere they'd never think to look. Like inside the Night Mother's coffin.",CHARACTER,Astrid,female
But that seems so...disrespectful.,CHARACTER,Dragonborn,playerChoice
"Be that as it may, we have no other choice. You need to remain unseen! Now go, before they meet.",CHARACTER,Astrid,female
"Yes, the coffin. It's perfect.",CHARACTER,Dragonborn,playerChoice
"They'll never think to check it. Who in their right mind would hide inside? Now go, before they meet.",CHARACTER,Astrid,female
(Remain silent),CHARACTER,Dragonborn,playerChoice
"No objections, then? Good. Go now. Before they meet. And report back to me with whatever you learn.",CHARACTER,Astrid,female
Any idea who would conspire with Cicero?,CHARACTER,Dragonborn,playerChoice
"That's the real question, isn't it? The jester enters, seals the door, and the conversation begins. So someone must be waiting for him inside. Any one of us could enter that chamber silently. Unnoticed. But who amongst us would dare conspire against the Sanctuary? The very thought breaks my heart.",CHARACTER,Astrid,female
What do you think Cicero is planning?,CHARACTER,Dragonborn,playerChoice
"Isn't it obvious? As the Night Mother's Keeper, he believes he's entitled to rule of this Sanctuary. Cicero will cite our independence as the need to rever to the Old Ways. He'll claim we're undisciplined, unruly. Heretical, even. Ironically, the Night Mother could prove to be just as much a victim. The queen in a fool's twisted game of chess.",CHARACTER,Astrid,female
Is there anything else I should know?,CHARACTER,Dragonborn,playerChoice
I don't believe so. But I'll be able to instruct you further after you've returned from the chamber. It depends on what you learn. And make haste! You must be in place before Cicero and his...ally arrive! They could be planning another meeting any time! Go. Quickly! Hide in the coffin before Cicero and the traitor meet.,CHARACTER,Astrid,female
The player can talk to the other DB members about Astrid's conspiracy theory. Cicero doesn't appear for questioning this time.,ACTION,ACTION,ACTION
"She said that? If I find anyone working against my wife, or this Sanctuary, I'll beat them to death with their own severed head. Of course, they'd probably already be dead... But you know what I meant!",CHARACTER,Arnbjorn,male
"Oh! Well, I hope she doesn't suspect me. I mean, I've spoken with Cicero a bit, and he's quite charming. But I'd never go against Astrid. Never.",CHARACTER,Babette,female
"Ha! And would that surprise anyone? This Sanctuary's a mess. Wouldn't surprise me if somebody's talking to the fool on the sly. Making deals. And no, before you ask, it's not me. I know which side my bread is buttered on.",CHARACTER,Festus,male
"To what end? Usurping Astrid's authority as leader of the Sanctuary? Hmmm... Yes, I can see her concern. Thank you for bringing this to my attention.",CHARACTER,Gabriella,female
"You're joking. While I can understand if some Family members wish to honor the Old Ways once more, surely no one would oppose Astrid's rule.",CHARACTER,Veezara,male
"Does she? Listen, brother... Astrid is my mistress, and I worship the ground she walks on. But this Cicero business has her a bit...paranoid.",CHARACTER,Nazir,male
"At Astrid's behest, the player hides in the coffin. As the door shuts, one the other door.",ACTION,ACTION,ACTION
"Are we alone? Yes...yes...alone. Sweet solitude. No one will hear us, disturb us. Everything is going according to plan. The others...I've spoken to them. And they're coming around, I know it. The wizard, Festus Krex...perhaps even the Argonian, and the un-child... What about you? Have you...have you spoken to anyone? No... No, of course not. I do the talking, the stalking, the seeing and the saying! And what do you do? Nothing! Not...not that I'm angry! No, never! Cicero understands. Heh. Cicero always understands! And obeys! You will talk when you're ready, won't you? Won't you... ...sweet Night Mother.",CHARACTER,Cicero,male
"At that moment, the corpse the player's facing glows slightly, and one hears the Night Mother's voice speaking directly into the mind.",ACTION,ACTION,ACTION
Poor Cicero. Dear Cicero. Such a humble servant. But he will never hear my voice. For he is not the Listener.,CHARACTER,Night Mother,female
"Meanwhile, Cicero continues to talk outside, unaware of Mom's conversation.",ACTION,ACTION,ACTION
"Oh, but how can I defend you? How can I exert your will? If you will not speak? To anyone!",CHARACTER,Cicero,male
"Oh, but I will speak. I will speak to you. For you are the one. Yes, you. You who shares my iron tomb, who warms my ancient bones. I give you this task -- journey to Volunruud. Speak with Amaund Motierre.",CHARACTER,Night Mother,female
"Poor Cicero has failed you. Poor Cicero is sorry, sweet mother. I've tried, so very hard. But I just can't find the Listener.",CHARACTER,Cicero,male
"Tell Cicero the time has come. Tell him the words he has been waiting for, all these years: ""Darkness rises when silence dies.""",CHARACTER,Night Mother,female
"At that moment, Cicero opens the coffin, taken aback at the player.",ACTION,ACTION,ACTION
"What? What treachery! Defiler! Debaser and defiler! You have violated the sanctity of the Night Mother's coffin! Explain yourself! Speak, worm!",CHARACTER,Cicero,male
"The Night Mother spoke to me! She said ""I am the one.""",CHARACTER,Dragonborn,playerChoice
She...spoke to you? More treachery! More trickery and deceit! You lie! The Night Mother speaks only to the Listener! And there is...no... Listener!,CHARACTER,Cicero,male
"Wait! She said to tell you, ""Darkness rises when silence dies.""",CHARACTER,Dragonborn,playerChoice
"She...she said that? She said those words...to you? ""Darkness rises when silence dies""? But those are the words. The Binding Words. Written in the Keeping Tomes. The signal so I would know. Mother's only way of talking to sweet Cicero... Then...it is true! She is back! Our Lady is back! She has chosen a Listener! She has chosen you! Ha ha ha! All hail the Listener!",CHARACTER,Cicero,male
"Astrid enters the hall, having heard the jester's happy shrieks.",ACTION,ACTION,ACTION
"By Sithis, this ends now! Back away, fool! Whatever you've been planning is over! Are you alright? I heard the commotion. Who was Cicero talking to? Where's the accomplice? Reveal yourself, traitor!",CHARACTER,Astrid,female
"I spoke only to the Night Mother! I spoke to the Night Mother, but she didn't speak to me! Oh, no. She spoke only to him! To the Listener!",CHARACTER,Cicero,male
What? The Listener? What are you going on about? What is this lunacy?,CHARACTER,Astrid,female
"It's true, it's true! The Night Mother has spoken! The silence has been broken! The Listener has been chosen!",CHARACTER,Cicero,male
"When I heard Cicero screaming, I knew you'd been discovered. I feared the worst. Are you all right?",CHARACTER,Astrid,female
"Yes, I'm fine.",CHARACTER,Dragonborn,playerChoice
"Then what in Sithis' name is going on? Cicero said he spoke to the Night Mother, but she spoke to you? Is this just more of the fool's rambling?",CHARACTER,Astrid,female
I...I don't know. It happened so fast.,CHARACTER,Dragonborn,playerChoice
"Okay, let's all take a deep breath. Cicero said he spoke to the Night Mother, but she spoke to you? Please tell me this is some kind of sick joke.",CHARACTER,Astrid,female
(Remain silent),CHARACTER,Dragonborn,playerChoice
You look like you've just seen a ghost. Please tell me you haven't. Cicero said he spoke to the Night Mother...but she spoke to you?,CHARACTER,Astrid,female
"It's true. The Night Mother spoke to me. She said I was ""the one"".",CHARACTER,Dragonborn,playerChoice
"What? So Cicero wasn't talking to anyone else. Just...the Night Mother's body? And the Night Mother, who, according to everything we know, will only speak to the person chosen as Listener...just spoke. Right now... ...to you?",CHARACTER,Astrid,female
Yes.,CHARACTER,Dragonborn,playerChoice
By Sithis. And...what did she say?,CHARACTER,Astrid,female
"I must speak to someone named Amaund Motierre, in Volunruud.",CHARACTER,Dragonborn,playerChoice
Amaund Motierre? I have no idea who that is. But Volunruud...that I have heard of. And I know where it is.,CHARACTER,Astrid,female
So I should go to Volunruud? I should talk to this man?,CHARACTER,Dragonborn,playerChoice
"Hmm? No. No! Listen, I don't know what's going on here, but you take your orders from me. Are we clear on that? The Night Mother may have spoken to you, but I am still the leader of this Family. I will not have my authority so easily dismissed. I...I need time to think about all this. Go see Nazir -- do some work for him. I'll find you when I'm ready to discuss the matter further.",CHARACTER,Astrid,female
One can pick Cicero's brain about Listener duties...,ACTION,ACTION,ACTION
"You are the Listener! You are the Listener! I have served mother well, I have!",CHARACTER,Cicero,male
What exactly does a Listener do?,CHARACTER,Dragonborn,playerChoice
"Oh, the Listener, well...listens. The Night Mother speaks to you. Guides you on your path. But when the Night Mother speaks, the Listener must obey. You must! For her word is the will of Sithis. And Sithis is the Dark Brotherhood incarnate.",CHARACTER,Cicero,male
Will the Night Mother speak to me again?,CHARACTER,Dragonborn,playerChoice
"Ha! Surely you're pulling Cicero's leg! Wait...the Listener is serious? Oh. Well of course the Night Mother will speak to you again! She might speak now, or later, or...I don't know! But speak she will! The Night Mother is part of you now! You get to hear voices inside your head! The rest of us should be so lucky.",CHARACTER,Cicero,male
"Cicero, did you want to be the Listener?",CHARACTER,Dragonborn,playerChoice
"Oh... Well...yes. I did. I did indeed. I tried to listen. Tried so hard. But the Night Mother never spoke to poor Cicero. The silence became almost...maddening. Oh, but that was then! This is now! You're the Listener, and the Night Mother chose you for a reason, I'm sure! Cicero will remain the happy Keeper. Are you excited? Oh, you should be. Things are finally looking up!",CHARACTER,Cicero,male
One goes to Nazir.,ACTION,ACTION,ACTION
Astrid wanted me to see you about some more work.,CHARACTER,Dragonborn,playerChoice
"Well then, your timing couldn't be better. As it turns out, I've got two new contracts. One rather easy assignment, and another that should prove quite a challenge. Your first target is an orc bard named Lurbuk. The other is a vampire by the name of Hern. Happy hunting.",CHARACTER,Nazir,male
Tell me about Hern.,CHARACTER,Dragonborn,playerChoice
"He's a vampire, and has blended into human society for years. He's never far from his female companion, Hert. Also a vampire. The contract is for the male, Hern. But you'll probably have to contend with the female, too. So for Sithis' sake, watch yourself.",CHARACTER,Nazir,male
Tell me about Lurbuk.,CHARACTER,Dragonborn,playerChoice
"He is, by all accounts, the worst bard in Skyrim. Apparently, so many people sought his death, Astrid had to hold a lottery to determine the client. You've got people to kill, my friend. Best get to it.",CHARACTER,Nazir,male
The player goes to Lurbuk at Morthal's inn.,ACTION,ACTION,ACTION
"Is the line for my next performance starting already? Come on, don't be shy. Plenty of room for everyone.",CHARACTER,Lurbuk,male
"Someone hired the Dark Brotherhood to kill you, Lurbuk.",CHARACTER,Dragonborn,playerChoice
"Ha! Oh, that's a good one, friend. Killing Lurbuk...I mean, can you imagine something so ludicrous? Depriving the world of my unique talents?",CHARACTER,Lurbuk,male
"Sing me a song, bard. A song of fear, and death!",CHARACTER,Dragonborn,playerChoice
"Hmmm... All right... How about this? ""Shadow creep and, and...phantoms leap! A man got...he got scared. And the demons dared! To um...visit upon him all which they feared!"" Brilliant, I know. It's a gift.",CHARACTER,Lurbuk,male
(Remain silent),CHARACTER,Dragonborn,playerChoice
"What's the matter, friend? Khajiit got your tongue? Maybe you need a little ditty to loosen your gob, hmm? ""There once was a stranger, with eyes full of danger, he spoke not a word, but his meaning was heard... Sing on, sweet Lurbuk, sing on!""",CHARACTER,Lurbuk,male
They find Hern at Anga's Mill in Falkreath.,ACTION,ACTION,ACTION
Well now. What have we here? A lost little lamb?,CHARACTER,Hern,male
"I know what you are, nightspawn.",CHARACTER,Dragonborn,playerChoice
"Well then, you won't be leaving here alive!",CHARACTER,Hern,male
Assassin versus vampire. A fight for the ages.,CHARACTER,Dragonborn,playerChoice
"Ah, so the Brotherhood has come for old Hern, has it? Well then, let us meet as equals.",CHARACTER,Hern,male
(Remain silent),CHARACTER,Dragonborn,playerChoice
"Hmph. Don't say much, but there's a strange aura about you. You walk in the shadow of death... Leave here. Leave here and never return.",CHARACTER,Hern,male
"After the kills, one returns to the Sanctuary.",ACTION,ACTION,ACTION
"We need to talk. (Remain silent) Of course, Astrid. What is it?",CHARACTER,Astrid,female
Has the time come? Will I now serve the Night Mother?,CHARACTER,Dragonborn,playerChoice
"Look. Something is happening here. I'm not entirely sure what that something is, but... Well, we need to find out. If the Night Mother really did give you an order to talk to a contact, we'd be mad to ignore it. And I think we both agree, Cicero's brought quite enough madness to this Sanctuary. So go. Go to Volunruud. It's a crypt, pretty far to the northeast. Talk to this Amaund Motierre. And let's see where all this leads, hmm?",CHARACTER,Astrid,female
Nazir will comment on completed contracts at this point.,ACTION,ACTION,ACTION
Hern is dead.,CHARACTER,Dragonborn,playerChoice
"No sarcasm this time. You faced a vampire, and lived to tell the tale. Well done. And if you contracted Sanguinare Vampiris, be sure to get that taken care of. Else you'll end up like our own Babette. Unless, of course, that was your goal all along. Here's your payment.",CHARACTER,Nazir,male
Lurbuk is dead.,CHARACTER,Dragonborn,playerChoice
"Wonderful. The only good bard is a dead one, as far as I'm concerned. All that singing and...mirth. Your payment, as per the usual.",CHARACTER,Nazir,male
"The player can also ask Family members about the current Volunruud contract. Cicero has no lines in this regard, though.",ACTION,ACTION,ACTION
"Oho! The Listener wants my counsel! I thought you were above the opinions of mere mortals, now that you commune with dead old women.",CHARACTER,Arnbjorn,male
"The man you need to speak with, his name is Motierre? That's a very old and powerful Breton family, firmly established in Cyrodiil. Most curious...",CHARACTER,Babette,female
"So you're the Listener, hmm? Well that hardly seems fair. You just got here. The Night Mother should have spoken to me. Any idiot could see that. But, I will serve gladly, as that is my lot in life. Now let's see. Ah yes, Volunruud. It's an old crypt, infested with Draugr. So plan accordingly.",CHARACTER,Festus,male
"If the Night Mother truly spoke to you, if you really are the Listener...your destiny was written in the Void. Astrid is right to fear your power.",CHARACTER,Gabriella,female
"You may be the Listener, or you may just be a lunatic who's started hearing voices. Either way, Astrid is still your mistress. Not the Night Mother.",CHARACTER,Nazir,male
"Just remember Astrid's commitment to her Sanctuary, to her Family. A Family that now counts you as one of its own. Honor Astrid above all others.",CHARACTER,Veezara,male
"The player goes to Volunruud, finding the client a short ways inside.",ACTION,ACTION,ACTION
By the Almighty Divines. You've come. You've actually come. This dreadful Black Sacrament thing...it worked.,CHARACTER,Amaund,male
"The Night Mother heard your pleas, Motierre.",CHARACTER,Dragonborn,playerChoice
"Yes, um... So it would seem. Well, I won't waste your time.",CHARACTER,Amaund,male
"You have opened the door to darkness, little man.",CHARACTER,Dragonborn,playerChoice
"Oh, I know. I know. But I'm so glad you're here. Please, allow me to state my business. Surely your time is as valuable as my own.",CHARACTER,Amaund,male
(Remain silent),CHARACTER,Dragonborn,playerChoice
"Right, then. You prefer to listen, is that it? Well, you must represent the Dark Brotherhood. I certainly wasn't expecting anyone else. So, I'll cut right to the chase. I would like to arrange a contract. Several, actually. I daresay, the work I'm offering has more significance than anything your organization has experience in, well, centuries.",CHARACTER,Amaund,male
Go on.,CHARACTER,Dragonborn,playerChoice
"As I said, I want you to kill several people. You'll find the targets, as well as their manners of elimination, quite varied. I'm sure someone of your disposition will probably find it enjoyable. But you should know that these killings are but a means to an end. For they pave the way to the most important target. The real reason I'm speaking with a cutthroat in the bowels of this detestable crypt. For I seek the assassination of... ...the Emperor.",CHARACTER,Amaund,male
Leaders rise and fall. Business is business.,CHARACTER,Dragonborn,playerChoice
"Oh, wonderful. You don't know how happy I am to hear you say that.",CHARACTER,Amaund,male
You want us to kill...the Emperor. Of Tamriel?,CHARACTER,Dragonborn,playerChoice
"That is correct. What I ask is no small thing, of course. But you represent the Dark Brotherhood. This is...what you do? No? You must understand.",CHARACTER,Amaund,male
(Remain silent),CHARACTER,Dragonborn,playerChoice
"It's a shocking request, I know. But it is within the purview of what you Dark Brotherhood types do. Isn't it? If history is to be believed? You must understand. So much has led to this day. So much planning, and maneuvering. It's as if the very stars have finally aligned. But I digress... Here, they need to be delivered to your, um...superior. Rexus. The items.",CHARACTER,Amaund,male
"Rexus, the bodyguard, hands over the notes.",ACTION,ACTION,ACTION
Here. Here.,CHARACTER,Rexus,male
Rexus will now give you two items which must be passed along to your superior. The sealed letter will explain everything that needs to be done. The amulet is quite valuable -- you can use it to pay for any and all expenses.,CHARACTER,Amaund,male
The player can question Amaund further.,ACTION,ACTION,ACTION
Was there...something else you need?,CHARACTER,Amaund,male
"Who are you, Motierre? Who are you, really?",CHARACTER,Dragonborn,playerChoice
"I performed the Black Sacrament, contacted you people, because I thought you guaranteed discretion. Is this no longer so?",CHARACTER,Amaund,male
Why do this? Why have the Emperor assassinated?,CHARACTER,Dragonborn,playerChoice
"In the year 3E 41, Emperor Pelagius Septim was murdered in the Temple of the One in the Imperial City. Cut down by a Dark Brotherhood assassin. His killing ushered in, shall we say, a necessary change in Imperial policy. There are those now who wish for a similar change. I am sorry, but that's all I'm at liberty to say.",CHARACTER,Amaund,male
We'll require...significant compensation. Can you pay the price?,CHARACTER,Dragonborn,playerChoice
"Oh, my furtive friend. When Emperor Titus Mede II lies dead, there will be gold...a fortune in gold. But so much more! It is said that the Dark Brotherhood, in recent times, has been in decline. That you lack the power, wealth, and respect of days past. Is it not so? If you do this, if you kill the Emperor... Oh, how the masses will fear and respect you.",CHARACTER,Amaund,male
You can trust your servant to keep this secret?,CHARACTER,Dragonborn,playerChoice
"Oh, Rexus is no mere servant. He has been with the Motierre family since I was a child. I trust the man with my life. You must deliver those items to your superior. And I...I must get out of this foul place.",CHARACTER,Amaund,male
The player returns to the Sanctuary.,ACTION,ACTION,ACTION
"You're back. Good. All right, so? Did you meet this Motierre? What did he want?",CHARACTER,Astrid,female
Motierre wants us...to kill the Emperor.,CHARACTER,Dragonborn,playerChoice
You're joking.,CHARACTER,Astrid,female
(Show Astrid the amulet and sealed letter),CHARACTER,Dragonborn,playerChoice
What's this?,CHARACTER,Astrid,female
The letter explains it all. The amulet is for expenses.,CHARACTER,Dragonborn,playerChoice
"By Sithis, you're not joking. To kill the Emperor of Tamriel...the Dark Brotherhood hasn't done such a thing since the assassination of Pelagius. As a matter of fact, no one has dared assassinate an Emperor of Tamriel since the murder of Uriel Septim, and that was two hundred years ago...",CHARACTER,Astrid,female
Surely the Night Mother wouldn't misdirect us...,CHARACTER,Dragonborn,playerChoice
"No, she certainly wouldn't. And...for whatever reason, she chose to relay Motierre's information to you. I don't know exactly what's going on here, if you're the Listener, or this is some kind of fluke, or what. But what we now have before us...",CHARACTER,Astrid,female
So we'll accept the contract?,CHARACTER,Dragonborn,playerChoice
"You're damn right we'll accept it. If we pull this off, the Dark Brotherhood will know fear and respect we haven't seen in centuries. You think I'd abandon an opportunity to lead my Family to glory? But this is all so much to take in. I need time to read the letter, and figure out where we go from here. And this amulet. Hmmm...",CHARACTER,Astrid,female
What are you thinking?,CHARACTER,Dragonborn,playerChoice
"I'm thinking we need that amulet appraised. I want to know where it came from, how much it's worth, and if we can actually get away with selling it. And, there's only one man who can give us what we need -- Delvin Mallory. He's a fence, a private operator. Works out of the Ratway, in Riften. Give me the letter. Bring Mallory the amulet. Find out everything you can, and sell it if he's willing. He'll offer a letter of credit -- that's fine. Delvin Mallory and the Dark Brotherhood have...history. He can be trusted.",CHARACTER,Astrid,female
"The player finds Delvin in Riften's subterranean bar, the Ragged Flagon. He responds differently if the player's unaffiliated with the Guild.",ACTION,ACTION,ACTION
Somethin' you need? Anything for the Guild.,CHARACTER,Delvin,male
"Ah, now you must be lost. Best ya scurry off while you're able. The Ratway, well, it has a habit of swallowin' up the uninvited.",CHARACTER,Delvin,male
"Actually, I'm here on Dark Brotherhood business.",CHARACTER,Dragonborn,playerChoice
The Dark Brotherhood requires your services.,CHARACTER,Dragonborn,playerChoice
"Oh. Oh I see. • Well now, how is Astrid doin' these days, uh? Tell her to stop by some time. We can have a drink. Catch up. Ah, but we can discuss that later, yeah? What does the Brotherhood need? • Well, you're makin' friends, ain't ya? So, uh...how is Astrid doin' these days? Tell her to stop by some time. We can have a drink. Catch up. Ah, but business! Of course. What kind of business?",CHARACTER,Delvin,male
What can you tell me about this? (Give Delvin the amulet),CHARACTER,Dragonborn,playerChoice
"Let's see... Where oh where did you get this? Don't answer -- I don't want to know. This is an amulet of the Emperor's Elder Council. Specially crafted for each member. Worth a small fortune. Ain't somethin' you'd give up lightly. Look, it ain't my business ta tell the Dark Brotherhood its business, but if you killed a member of the Elder Council, you'd better belie--",CHARACTER,Delvin,male
Will you buy it?,CHARACTER,Dragonborn,playerChoice
"Buy it? This? An Elder Council amulet? Oh yes. Oh yes, indeed. Wait just a moment... Here. It's a letter of credit. Usable, by Astrid only, for any service or item I can provide. As per our standard arrangement. You bring that back to your lovely mistress. With my regards.",CHARACTER,Delvin,male
The player returns to the Sanctuary.,ACTION,ACTION,ACTION
"Good, you're back. Well, what did Mallory have to say? Is the amulet authentic?",CHARACTER,Astrid,female
"Yes, and specially made for members of the Elder Council.",CHARACTER,Dragonborn,playerChoice
"The Elder Council... Oh, now that explains quite a bit. Motierre, you naughty, naughty boy. Hiring the Dark Brotherhood to help you rise beyond your station. Delicious. Was Mallory willing to buy the amulet?",CHARACTER,Astrid,female
He was. Here's a letter of credit.,CHARACTER,Dragonborn,playerChoice
"Splendid. Then we're ready to begin. Or, specifically, you're ready to begin. After all, you're the one the Night Mother spoke to. Now then. I hope you have something nice to wear. Because you're going to a wedding.",CHARACTER,Astrid,female
A wedding?,CHARACTER,Dragonborn,playerChoice
"Well, more like the public reception. It should be a lovely affair. You'll mingle with the guests, eat some cake...stab the bride. Oh yes. You've got to kill the bride. At her wedding. And they say romance is dead.",CHARACTER,Astrid,female
Who's the target?,CHARACTER,Dragonborn,playerChoice
"Her name is Vittoria Vici. She oversees the East Empire Company's business holdings in Solitude. The wedding is being held in that city, at the Temple of the Divines. Her death will cause an uproar, which is exactly what we want. Vici is likely to address her guests frequently, as is the wedding custom. Kill her when she does that, and I promise you a significant bonus. Now go. And give my best to the bride.",CHARACTER,Astrid,female
Enough talk. Just tell me who to kill.,CHARACTER,Dragonborn,playerChoice
"Very well. The target's name is Vittoria Vici. She oversees the East Empire Company's business holdings in Solitude. The wedding is being held in that city, at the Temple of the Divines. Remember, we want people to notice. Kill Vici while she's addressing her guests, as is the custom, and I can promise a bonus. Now go. And give the bride a special kiss, from me.",CHARACTER,Astrid,female
(Remain silent),CHARACTER,Dragonborn,playerChoice
