dialogue,label,character_name,character_group
Yep! He even saved my life once.,CHARACTER,Serah,female
"You guys make a really good team, you know that? I bet Snow would be jealous if he found out!",CHARACTER,Female NORA Member,female
It takes courage and strength to protect other people.,CHARACTER,Female NORA Member,female
"Speaking of Snow, where is he, anyway? It's been a heck of a long time since he left.",CHARACTER,Female NORA Member,female
"I can't believe he hasn't even dropped you a line, you know what I'm saying? I know it must be hard on you, with you guys just having moved in together.",CHARACTER,Female NORA Member,female
You're tougher than you look. You remind me a lot of your sister.,CHARACTER,Female NORA Member,female
"Hey, Serah.",CHARACTER,Roaming Male NORA Member 3,male
Did you find out anything more about the meteorite?,CHARACTER,Serah,female
"Well, to be perfectly honest, not much at all. We did send out a warning to Cocoon, though. Their new provisional government might send help.",CHARACTER,Roaming Male NORA Member 3,male
I hope so... But I wouldn't count on it. I hear they're having a hard time keeping Cocoon together as it is.,CHARACTER,Serah,female
"Yeah, I've heard that, too. Apparently, the provisional government is taking over what used to be the job of the fal'Cie. And us NORA members are taking over what should be the job of the government. I guess we have to rely on ourselves.",CHARACTER,Roaming Male NORA Member 3,male
I hear there are still lots of people holed up on Cocoon. But I doubt they would come to visit this small backwater town.,CHARACTER,Roaming Male NORA Member 3,male
"They're constructing an elevator that can transport us to Cocoon, but it'll take years to finish.",CHARACTER,Roaming Male NORA Member 3,male
"It's been three years since the Sanctum and PSICOM were destroyed, and the provisional government was created. I have to ask; how's it still 'provisional' after three years?",CHARACTER,Roaming Male NORA Member 3,male
"Scientists and engineers are in charge of this provisional government. Instead of the fal'Cie, people and technology have to keep Cocoon running now.",CHARACTER,Roaming Male NORA Member 3,male
"I hear people are arguing about whether to restore Cocoon, or relocate residents to Pulse. I'm perfectly happy right here in the boonies!",CHARACTER,Roaming Male NORA Member 3,male
I just remembered something. I saw Yuj cuddling the NORA House kitty this morning.,CHARACTER,Resident Holed Up in Shack,male
Wasn't Yuj the one who found the cat in the first place?,CHARACTER,Resident Holed Up in Shack,male
I bet Lebreau's the one who has to feed the cat.,CHARACTER,Resident Holed Up in Shack,male
Sometimes cats just speed off for no reason.,CHARACTER,Resident Holed Up in Shack,male
Living by the sea is actually kinda nice.,CHARACTER,Resident Holed Up in Shack,male
"Miss Farron, are you leaving us?",CHARACTER,Rhett,male
Wh-why do you say that?,CHARACTER,Serah,female
It's just that some people were talking and it would be lonely if you left.,CHARACTER,Rhett,male
"There's no need to feel lonely. Don't worry--this is my home. I love it here. If I do leave, I'll always come back. I promise. -",CHARACTER,Serah,female
I apologized to Maqui about the necklace!,CHARACTER,Rhett,male
"I promise to be good, so please don't go away!",CHARACTER,Rhett,male
I want you to teach me more about science!,CHARACTER,Rhett,male
I wonder if Maqui will teach me about mechanics and robots and stuff.,CHARACTER,Rhett,male
As Serah exits the main village area...,ACTION,ACTION,ACTION
"(auto-talk) The gate is where the meteorite fell. So we should head towards Cocoon, right?",CHARACTER,Serah,female
"You know, it must be strange to have it there, always watching over you.",CHARACTER,Noel,male
Serah can auto-talk again with some of the patrolling NORA members in the area.,ACTION,ACTION,ACTION
"(auto-talk) From sunrise to sunset... it's a hard job. You know, the security bots can do our job. We should just close this area off. Hey. We don't have enough manpower. Today's peaceful, but who knows what tomorrow'll bring?",CHARACTER,Patrolling Man 1,male
(auto-talk) Any signs of monsters? Keep your eyes peeled. I've gotten used to doing my rounds. I just want to forget what happened.,CHARACTER,Patrolling Man 2,male
"(auto-talk) Let's go home already. As long as I'm here, everyone's safe! All's good here! I hope we don't run into any new monsters.",CHARACTER,Patrolling Man 3,male
A little further on...,ACTION,ACTION,ACTION
(auto-talk) There's still monsters around. Keep a lookout.,CHARACTER,Noel,male
"I will. You be careful too, Noel.",CHARACTER,Serah,female
"Gadot says we can let people through. Watch out for monsters, though!",CHARACTER,Man guarding Barrier,male
You'll be fine as long as you keep an eye out for monsters.,CHARACTER,Man guarding Barrier,male
Gonna give the gate a look-see?,CHARACTER,Man guarding Barrier,male
Found any artefact thingies?,CHARACTER,Man guarding Barrier,male
Going on a monster hunt?,CHARACTER,Man guarding Barrier,male
And a little further...,ACTION,ACTION,ACTION
"(auto-talk) I'm glad we found the artefact, but that's not the only weird thing going on here.",CHARACTER,Serah,female
"You mean, like your friends and the way they act? Understandable, though. Guess it's not everyday someone like me drops in from the future unannounced.",CHARACTER,Noel,male
"No, even before that. Everything's been off for the last three years--ever since Lightning disappeared.",CHARACTER,Serah,female
"You say she's disappeared, but I know where she is. She's in Valhalla. I'll take you to her, I promise.",CHARACTER,Noel,male
"If you're heading to the gate, take this shortcut. Gadot said you were free to come and go as you please!",CHARACTER,Male NORA Member near lower barrier,male
(auto-talk) We're on a mission to protect the town. Hi there.,CHARACTER,Male NORA Member near lower barrier,male
"As the two head towards the Time Gate, the Gogmagog reappears...",ACTION,ACTION,ACTION
Not again!,CHARACTER,Serah,female
Bad news for him!,CHARACTER,Noel,male
The Gogmagog disappears back into the vortex.,ACTION,ACTION,ACTION
Fragment Discovered! Gogmagog Fragment Beta You obtain 1000 CP!,ACTION,ACTION,ACTION
A chocobo appears in the distance and a primer about chocobos is presented.,ACTION,ACTION,ACTION
Serah finds the Medical Kit.,ACTION,ACTION,ACTION
Item Acquired! You obtain a Medical Kit!,ACTION,ACTION,ACTION
Serah returns the Medical Kit to Nell.,ACTION,ACTION,ACTION
"Yes, yes, that's it! You found my kit! I've been using this kit since I lived on Cocoon. Couldn't believe I'd lost it! It's funny how you get attached to these things. I'm sorry it's not much of a reward, but... here. Even seen a rock like this? I found it, just over there. Do me a favor and try not get yourselves hurt-- I've got enough patients already. There aren't many people who like to play nurse around here.",CHARACTER,Nell,female
Fragment Discovered! Heart Prism You obtain 50 CP!,ACTION,ACTION,ACTION
The two move forward and reach the Time Gate. Serah examines the gate...,ACTION,ACTION,ACTION
"Are you sure you're ready? You know, once we go through, there might be no coming back.",CHARACTER,Noel,male
"Live Trigger If you go through the gate with Noel, you might not be able to ever return. Are you ready to begin your journey?",ACTION,ACTION,ACTION
Player chooses Triangle - I'm ready.,ACTION,ACTION,ACTION
Player chooses X - Maybe we should wait.,ACTION,ACTION,ACTION
I'm sorry. I can't do this yet.,CHARACTER,Serah,female
it's okay. You have to be sure in your heart.,CHARACTER,Noel,male
"Yes, I'm ready to go. It's not a dream, or a lie. I know my sister is alive out there. (turns to Noel) I'm sorry I doubted you. Of all people, I should know how bad it can make you feel when no one believes what you say. Snow put all his trust in me. Now it's my turn to do the same for you. I've made up my mind. You and I, we go together.",CHARACTER,Serah,female
"I won't let you down. We'll find Valhalla, I promise.",CHARACTER,Noel,male
The camera angles up to show Cocoon. A new cutscene begins...,ACTION,ACTION,ACTION
"So, you're not gonna say good-bye?",CHARACTER,Noel,male
"There's no need. We already have, sort of.",CHARACTER,Serah,female
The camera angles up to show the members of NORA perched on the ledge above.,ACTION,ACTION,ACTION
(unsheathing Lightning's knife) Lightning's knife. It's been sharpened and cleaned.,CHARACTER,Serah,female
Maqui looks happy.,ACTION,ACTION,ACTION
"(nudging him) Hey, shut up.",CHARACTER,Gadot,male
"Look, my pendant has a brand-new chain.",CHARACTER,Serah,female
Maqui chuckles.,ACTION,ACTION,ACTION
Shh!,CHARACTER,Yuj,male
And Snow was purring like a kitten. Someone gave him a good brushing.,CHARACTER,Serah,female
"Snow the cat, who is in Yuj's arms, meows. Serah and Noel turn.",ACTION,ACTION,ACTION
Hey.,CHARACTER,Noel,male
"(approaching the group) Why don't you guys go fess up? Go on. You, too.",CHARACTER,Lebreau,female
"Hey, Serah. I figured no way you're leavin' the pendant behind. So, I made a chain. You know, so you wouldn't lose it.",CHARACTER,Maqui,male
If Lightnin' is alive out there... Wouldn't want her gettin' mad over a 'poorly maintained weapon.' You know her. (Maqui leaps down. The others follow.),CHARACTER,Gadot,male
"If you leave, someone's gotta pick up the slack looking after Snow. So, I volunteered myself.",CHARACTER,Maqui,male
"Thanks, guys. It's time for me to go. I don't know what's waiting out there, in the future, between worlds... But I want to see Lightning so much. If there's any chance, any chance at all, I want to take it.",CHARACTER,Serah,female
You can go. But you have to come back in one piece. Promise?,CHARACTER,Lebreau,female
"I promise. If I believe, maybe a miracle will happen.",CHARACTER,Serah,female
The future won't change until you make the first step.,CHARACTER,Noel,male
"(pointing) You know what you're doin', right?",CHARACTER,Gadot,male
"Well, can't say that I do. This is the first time I've opened a gate myself. Guess we'll just have to find out. (He takes the artefact.)",CHARACTER,Noel,male
"Hey, what about Serah!?",CHARACTER,Gadot,male
I'll protect her. I promise you. I vow never to let her come to harm.,CHARACTER,Noel,male
(putting her hand on Gadot's shoulder) Gadot...,CHARACTER,Lebreau,female
Trust me. For Serah's sake.,CHARACTER,Noel,male
Serah uses the artefact to open the gate.,ACTION,ACTION,ACTION
I guess this is it.,CHARACTER,Serah,female
Guess so. Looks like the future starts now.,CHARACTER,Noel,male
"Serah, Noel and Mog float up towards the gate.",ACTION,ACTION,ACTION
(waving) I'll be back!,CHARACTER,Serah,female
They vanish into the gate.,ACTION,ACTION,ACTION
"(narrating) Serah, you set out on your journey for my sake. You believed in a promise. You believed in a future you could not see. I will keep fighting here, at the end of the world. I know you will come. I believe in you.",CHARACTER,Lightning,female
The camera angles up to show the man Caius Ballad and the girl that he buried in the ocean of Valhalla standing on a precipice.,ACTION,ACTION,ACTION
Serah...,CHARACTER,Yeul,female
The scene ends and a new scene begins with the group shown traveling through time...,ACTION,ACTION,ACTION
Kupo!,CHARACTER,Mog,male
This place is incredible.,CHARACTER,Serah,female
It's the Historia Crux. The crossroads of the time continuum.,CHARACTER,Noel,male
So this is how you were able to travel backwards from the future?,CHARACTER,Serah,female
Right. Just floated through this nowhere space. And now it's your turn.,CHARACTER,Noel,male
Kupo!,CHARACTER,Mog,male
The player is presented with a couple of Primers on the Historia Crux mechanic.,ACTION,ACTION,ACTION
New Bodhum -003 AF-,ACTION,ACTION,ACTION
"Time and memory, frozen in crystal.",ACTION,ACTION,ACTION
"A young man called Noel appears in the village at the same time as a mysterious Time Gate. He claims to be from the future, and to have met Lightning. He says she is still alive, somewhere beyond the gate.",ACTION,ACTION,ACTION
"After much soul-searching, Serah decides to trust Noel, and follow him into the portal. So begins her quest to once again be reunited with her sister.",ACTION,ACTION,ACTION
The Historia Crux can be used to return to New Bodhum.,ACTION,ACTION,ACTION
"Hey, guys! You're back. Not that you've been away that long. A few hours ago, right? That's when we saw you off. But look at you now... You've changed somehow. Like you've gone through a lot in a short time. So Noel was tellin' the truth about time travel and all that jazz. Don't tell the townsfolk, though. Who knows how they'll react? You gotta be tired. Go home, get some rest.",CHARACTER,Gadot,male
"I want to become the leader of NORA someday! - Did you know that Gadot constructed all the houses along the shore? Not bad, eh? - I really want to practice for my show. - I thought of a great melody a second ago!",CHARACTER,Male NORA Member near lower barrier,male
"Yuj has me doing rounds. He seems laid-back, but actually he's a lot more strict than he looks...",CHARACTER,Male NORA Member Guarding Exit,male
"Yuj's is always watching us, so we can't slack off even if we wanted to!",CHARACTER,Male NORA Member Guarding Exit,male
I hope I get to take my board out tomorrow.,CHARACTER,Male NORA Member Guarding Exit,male
"Serah, I heard you were able to use magic once you came to Pulse. Who knows? Maybe there's something in the food down here.",CHARACTER,Male NORA Member Guarding Exit,male
Do you know any spells that'll help my surfing?,CHARACTER,Male NORA Member Guarding Exit,male
I'll cook you up some fish next time!,CHARACTER,Female Resident,female
"You know, it really is great to live off the land!",CHARACTER,Female Resident,female
"Esmerelda visits me too, but I think she's after the fish.",CHARACTER,Female Resident,female
The fish on Pulse have a nasty bite.,CHARACTER,Female Resident,female
I really can't thank NORA enough for saving us.,CHARACTER,Female Resident,female
The only downside to living here are the ocean winds.,CHARACTER,Male Resident,male
The sound of waves beneath the floorboards becomes soothing once you get used to it.,CHARACTER,Male Resident,male
"When I was on Cocoon, I had no idea Pulse was inhabitable. None of us did.",CHARACTER,Male Resident,male
I wonder what happened to the people who used to live on Gran Pulse.,CHARACTER,Male Resident,male
"That cat, does she know all her names, do you think?",CHARACTER,Male Resident,male
"To think we said good-bye to you guys just a few minutes ago. Back almost before you left, ha! I have a hard time wrappin' my head around all this time travelin' stuff.",CHARACTER,Gadot,male
"Journey's not over yet, right? If you've got things to take care of in town, go do 'em.",CHARACTER,Gadot,male
"You need something from me? Speak fast, I'm busy. The paths need fixing, and the guards need supervising!",CHARACTER,Gadot,male
Leave the monster hunting up to us. You just concentrate on finding Lightning and getting her back safe and sound.,CHARACTER,Gadot,male
"Uh-oh. Did you guys forget something? Hey, and when did you become pros at working that time machine?",CHARACTER,Yuj,male
"So I see Lightning's not with you. That must mean... Your journey's not over yet, is it?",CHARACTER,Yuj,male
"I wonder where your adventure's gonna take you guys. Any ides where the finish line will be? If you let us know, we'll be waiting there for ya!",CHARACTER,Yuj,male
"We'll be waiting here for good news. Serah, Noel, I have faith in you guys.",CHARACTER,Yuj,male
"What's going on? What are you doing here? Didn't you just step through the gate? So, you're back already?",CHARACTER,Maqui,male
"Wait, I think I get it. You guys really did travel through time. So it would make sense that'd you be able to come back whenever you wanted to.",CHARACTER,Maqui,male
"But this is so weird! You guys were gone for days and days! From your perspective, anyway. It was only a few moments for us.",CHARACTER,Maqui,male
"It's that easy to pop back here, huh? If that's the case, don't be a stranger! Come back any time!",CHARACTER,Maqui,male
Don't tell me--you guys forgot to pack a lunch? How much luggage CAN you take with you through that machine anyway? Any security checks in the future?,CHARACTER,Lebreau,female
"If there's anything you need to take care of while you're here, go get that out of the way. If not, then get the heck outta here, already!",CHARACTER,Lebreau,female
"Back so soon? What happened? Get a little homesick, did ya?",CHARACTER,Lebreau,female
"Oh, wait, I know! You couldn't stay away from my NORA special, could you? I regret to inform you that lunch is no longer being served.",CHARACTER,Lebreau,female
"With business done in New Bodhum for now, Bresha Ruins is selected in the Historia Crux...",ACTION,ACTION,ACTION
Bresha Ruins -005 AF-,ACTION,ACTION,ACTION
"Rejecting the easy path, humanity has chosen to build a society based on human technology, rather than relying on the fal'Cie. A provisional government has replaced the Sanctum, and a scientific organization calling itself the Academy searches ruins for ancient technological secrets.",ACTION,ACTION,ACTION
"One such site is on the shores of Lake Bresha, where a giant war weapon has been unearthed.",ACTION,ACTION,ACTION
"The player selects the Bresha Ruins and after it loads, the screen goes black and...",ACTION,ACTION,ACTION
"(narrating) When reaching for the future, we sometimes fall into the past.",CHARACTER,Lightning,female
The screen shows a soldier and ancient ruins...,ACTION,ACTION,ACTION
"As we gaze upon events that cannot be changed, our hearts grow bitter with regret.",CHARACTER,Lightning,female
Episode 2 Unseen Intruder Bresha Ruins 005 AF,ACTION,ACTION,ACTION
"And you, my dear Serah, will you encounter your past here? How will you choose to deal with that pain? (A girl is shown and the Time Gate opens in the Bresha Ruins. Mog emerges, followed by Serah and Noel.)",CHARACTER,Lightning,female
Kupo!? Kupo!,CHARACTER,Mog,male
This is Cocoon...,CHARACTER,Serah,female
Kupo?,CHARACTER,Mog,male
Really? Are you sure?,CHARACTER,Noel,male
"(pointing up) Yeah, check it out. You can see the ground above us.",CHARACTER,Serah,female
Kupo.,CHARACTER,Mog,male
Wow. So this is how Cocoon looks from the inside.,CHARACTER,Noel,male
"That's right, I forgot. This is your first time here.",CHARACTER,Serah,female
Yep. (They move forward.),CHARACTER,Noel,male
Kupo!?,CHARACTER,Mog,male
A giant arm rises from the ground.,ACTION,ACTION,ACTION
What is that ?,CHARACTER,Serah,female
"The arm moves to whack Serah, but Noel dives and pushes her out of the way.",ACTION,ACTION,ACTION
Look out!,CHARACTER,Noel,male
The arm wreaks havoc and a soldier leads the girl shown before to safety. Some other soldiers fire their guns at the arm and a massive shadow is shown attached to it.,ACTION,ACTION,ACTION
Get up! (He pulls Serah up.),CHARACTER,Noel,male
An arm!?,CHARACTER,Serah,female
"Yeah, and it's not looking to shake hands, I'm guessing...",CHARACTER,Noel,male
"Noel strikes a battle pose, but the arm forms a fist and knocks him back. He drops his smaller sword.",ACTION,ACTION,ACTION
Noel!,CHARACTER,Serah,female
Kupo! (He turns into Starseeker.),CHARACTER,Mog,male
Boss battle with Paradox Alpha,ACTION,ACTION,ACTION
"A brief ways into the battle, a tutorial is presented on wounding attacks.",ACTION,ACTION,ACTION
"A Cinematic Action is presented and if successful, Serah and Noel can dodge an attack.",ACTION,ACTION,ACTION
Okay!,CHARACTER,Noel,male
After a little while longer...,ACTION,ACTION,ACTION
You okay?,CHARACTER,Noel,male
Yeah.,CHARACTER,Serah,female
"Noel leaps up onto the hand. If Cinematic Action is successful, then the target is Staggered.",ACTION,ACTION,ACTION
An invisible giant!,CHARACTER,Noel,male
"Once the arm's HP is fully depleted, a new cutscene begins. A fleet appears in the sky above.",ACTION,ACTION,ACTION
Hostile located. Engage at will!,CHARACTER,Operator,male
Paradox effect confirmed. Targeting Atlas.,CHARACTER,Pilot,male
A Cinematic Action is presented. Cinematic Action Perfect!,ACTION,ACTION,ACTION
Fire!,CHARACTER,Commander,male
Atlas is blasted for repeated hits of Stagger damage as Serah and Noel watch in awe.,ACTION,ACTION,ACTION
Battle Results Cinematic Bonus - Silver Gear,ACTION,ACTION,ACTION
Things return to normal in the area and Noel holsters his larger sword.,ACTION,ACTION,ACTION
That was exciting.,CHARACTER,Noel,male
Guess it's over. (One of the planes prepares to land.) It's the army!,CHARACTER,Serah,female
(returning to his moogle form) Kupo! (Serah waves.),CHARACTER,Mog,male
Friends of yours?,CHARACTER,Noel,male
Several soldiers approach and draw their weapons in a decidedly less than-friendly fashion.,ACTION,ACTION,ACTION
"Attention, intruders. Surrender immediately.",CHARACTER,Commander,male
Kupo? Kupo! (He hides behind Serah and Noel. Serah and Noel put their hands up.) Kupoooo...,CHARACTER,Mog,male
The cutscene ends. Playable control is given to Serah.,ACTION,ACTION,ACTION
(auto-talk) We're taking you to headquarters. Move.,CHARACTER,Soldier,male
These are the infiltrators? They look like civs who took a wrong turn.,CHARACTER,Soldier 2,male
They were right there when the giant started moving. Probably have something to do with this paradox effect.,CHARACTER,Soldier 1,male
Huh. Think they might have caused it?,CHARACTER,Soldier 2,male
"We'll soon find out. And dig up any intel they've got on Atlas, while we're at it.",CHARACTER,Soldier 1,male
Don't try anything!,CHARACTER,Soldier 2,male
If Serah attempts to move away,ACTION,ACTION,ACTION
Stop resisting! Hey! Keep it movin'!,CHARACTER,Soldier 2,male
Serah talks to the Captain.,ACTION,ACTION,ACTION
"You're being detained as potential suspects in the unsanctioned activation of Atlas. Come with me, and no funny business.",CHARACTER,Captain,male
The two are placed in a cell.,ACTION,ACTION,ACTION
(auto-talk) We're being treated like criminals. But it's just a misunderstanding. Stick to the truth and we'll be okay. And smile. Smiling usually helps.,CHARACTER,Noel,male
She can talk to Noel.,ACTION,ACTION,ACTION
What's up?,CHARACTER,Noel,male
Live Trigger There's something about this world that's different from mine. Let's see what Noel thinks.,ACTION,ACTION,ACTION
Player chooses Triangle - What's up with the giant hand?,ACTION,ACTION,ACTION
That huge hand. Any idea what it was?,CHARACTER,Serah,female
"I heard them call it 'Atlas,' I think. As far as I can tell, it seems to be the cause of all the trouble here.",CHARACTER,Noel,male
Yeah?,CHARACTER,Noel,male
Booored.,CHARACTER,Noel,male
Had enough of this...,CHARACTER,Noel,male
What's up?,CHARACTER,Noel,male
Player chooses Circle - Why did we arrive in this place?,ACTION,ACTION,ACTION
Player chooses X - What's the Academy?,ACTION,ACTION,ACTION
Player chooses Square - What do you make of this 'paradox' effect?,ACTION,ACTION,ACTION
"She can examine a door, but receives a game message...",ACTION,ACTION,ACTION
It appears to be locked.,ACTION,ACTION,ACTION
Serah talks with a sentry.,ACTION,ACTION,ACTION
You're going straight to Academy HQ. They'll drag the truth outta you.,CHARACTER,Sentry,male
Live Trigger We've been taken prisoner by a group known as the Academy. Let's see what we can find out from the guard.,ACTION,ACTION,ACTION
Player chooses Triangle - What's the Academy?,ACTION,ACTION,ACTION
Player chooses Circle - I'm hungry!,ACTION,ACTION,ACTION
Player chooses X - What's going on?,ACTION,ACTION,ACTION
Player chooses Square - Why are we prisoners?,ACTION,ACTION,ACTION
One question: what's the Academy?,CHARACTER,Noel,male
Huh? The Academy's the institute that's investigating these ruins. Who doesn't know that?,CHARACTER,Sentry,male
When do we eat?,CHARACTER,Noel,male
"You think this is some kinda joke, hotshot?",CHARACTER,Sentry,male
Serah talks with the sentry again.,ACTION,ACTION,ACTION
You two came up on the Gran Elevator?,CHARACTER,Sentry,male
"The Gran what? Serah, what's he talking about?",CHARACTER,Noel,male
He could be talking about the elevator that's supposed to connect Cocoon and Pulse. But it's still being built. It's going to be finished next year.,CHARACTER,Serah,female
"You're confused, miss. It was done last year.",CHARACTER,Sentry,male
Last year!?,CHARACTER,Serah,female
"Live Trigger The elevator wasn't anywhere near completion, but he says it's been operational since last year. How is that possible?",ACTION,ACTION,ACTION
Player chooses Triangle - Am I remembering things wrong?,ACTION,ACTION,ACTION
Could my memory be messed up somehow?,CHARACTER,Serah,female
"Okay, Serah, let me explain. The elevator that was under construction in your time is up and running. Which means, this must be the world of the future. Got it?",CHARACTER,Noel,male
Player chooses Circle - What could it mean?,ACTION,ACTION,ACTION
I don't get it.,CHARACTER,Serah,female
Next year in your time. Last year in this time. Which means we've traveled two years into the future.,CHARACTER,Noel,male
Player chooses X - Is this the future?,ACTION,ACTION,ACTION
Player chooses Square - Is this another world?,ACTION,ACTION,ACTION
"The Live Trigger sequence ends, and...",ACTION,ACTION,ACTION
Serah! Is that you!? (It's the girl from before. She falls to the ground.),CHARACTER,Alyssa,female
Hey. Watch yourself. (He helps her up.) ???: Thanks. Oh. Serah! It is you!,CHARACTER,Sentry,male
You know them? ???: Uh-huh. (She winks at Serah. The scene ends.),CHARACTER,Sentry,male
"(auto-talk) Alyssa Zaidelle. I'm an Academy intern. I heard you apprehended our two observers, so here I am...",CHARACTER,Alyssa,female
Observers?,CHARACTER,Sentry,male
"Yes, they're invited guests of the Academy. I was showing them around, and forgot to give them their communicators. (giggles nervously)",CHARACTER,Alyssa,female
"Back up a second. These guys--er, 'observers' are V.I.P.s?",CHARACTER,Sentry,male
Serah talks with the sentry again...,ACTION,ACTION,ACTION
Ahhh... I hope we can forget about this little mix-up.,CHARACTER,Sentry,male
He releases them and Serah narrates against a black background.,ACTION,ACTION,ACTION
Strange world. Stranger events. Unfamiliar faces. An uncertain future.,CHARACTER,Serah,female
It is now raining in the ruins.,ACTION,ACTION,ACTION
"They speak of anomalies-- of a strange energy that warps time itself. Things that shouldn't exist here are appearing near the gates. Things that shouldn't happen are happening. They call this phenomenon the 'paradox' effect. And if you think about it, that term could apply to our existence in this age as well. Lightning... how will I find you when I don't even know when or where I'll end up next? (The narration ends.) Rain?",CHARACTER,Serah,female
"Hmm. I'll supply you both with comm devices. Right this way, please.",CHARACTER,Alyssa,female
Thank you for your help. I was just wondering: have we met before?,CHARACTER,Serah,female
"Oh, no. Sorry about all of that 'observer' nonsense back there. Lucky for us, that soldier was so quick to believe me.",CHARACTER,Alyssa,female
Live Trigger,ACTION,ACTION,ACTION
A girl named Alyssa lied to a soldier to set us free. We need some answers.,ACTION,ACTION,ACTION
Player chooses Triangle - You're a friend of Serah's?,ACTION,ACTION,ACTION
You're a friend of Serah's?,CHARACTER,Noel,male
"(giggles) I told you, that was a cover. I'm just a trainee looking to make it big.",CHARACTER,Alyssa,female
Player chooses Circle - Won't you get in trouble?,ACTION,ACTION,ACTION
Are you sure it's okay to lie like that?,CHARACTER,Serah,female
"Oh, don't stress about it. That guy is a pushover. Anyway, it is true that you two are important guests. (Playable control is given to Serah)",CHARACTER,Alyssa,female
"(auto-talk) Right this way, please!",CHARACTER,Alyssa,female
Player chooses X - What are these ruins?,ACTION,ACTION,ACTION
Player chooses Square - What's your story?,ACTION,ACTION,ACTION
Final Fantasy XIII-2: the story so far...,ACTION,ACTION,ACTION
Whoever you are.,CHARACTER,Serah,female
Noel Kreiss.,CHARACTER,Noel,male
Tada!,CHARACTER,Mog,male
Is that a toy moogle? I wanna see Lightning so much. I'll be back! Noel!,CHARACTER,Serah,female
"(auto-talk) You know, think we may've really traveled into the future.",CHARACTER,Serah,female
Then we're better off keeping quiet about where we're from for now.,CHARACTER,Noel,male
Serah can talk and auto-talk with people in the area.,ACTION,ACTION,ACTION
"(auto-talk) Atlas does pose some danger, but we still gather information-- in the name of science. What kind of power source can move something of that size? We need to find out, however risky it may be. We can't rely on the fal'Cie anymore so we're depending on the advancement of science to help with the restoration.",CHARACTER,Man at Terminal,male
"(auto-talk) Please wait, sir! Are you sure about this? All of us are prepared to do what it takes, no matter how dangerous. But I'm not prepared to lose you! Just knowing I have your support gives me courage.",CHARACTER,Man on Stairway,male
(auto-talk) It almost feels like I'm in a movie. They shot a movie here a while ago. All clear!,CHARACTER,Roaming Soldier 1,male
All clear here! We're ready for Atlas! The disturbance originated far within the ruins. All clear here! All clear over there! Neither rain nor giants can bring me down!,CHARACTER,Roaming Soldier 2,male
"(auto-talk) The gear we're using is old, but with Cocoon in its current state, there's not much we can do. We're able to maintain our own gear on the front lines, though, and we're familiar with the equipment. I hear they're building tractors in weapons factories because industrial production is lacking. We used to rely on the fal'Cie for food, energy... everything we needed. But now they're all dormant. Although our gear is old, we have everything we need. We've salvaged a lot of the old PSICOM weapons as well.",CHARACTER,Roaming Soldier 3,male
"(auto-talk) Don't stay home because it's raining. Okay, see you at tomorrow's game! Who's the joker that said it was gonna be sunny today?",CHARACTER,Roaming Soldier 4,male
(auto-talk) Maybe I should take a sick day tomorrow. I really need to get those documents in order. I don't do mud! It's disgusting! I wonder where the chief is. My makeup is going to run!,CHARACTER,Wandering Woman 1,female
(auto-talk) One squeeze of that giant hand... Why is everyone around here so calm? So the monsters are the least of our problems.,CHARACTER,Wandering Woman 2,female
(auto-talk) Hello. He's coming! Oh? I'm researching Atlas's power source.,CHARACTER,Wandering Woman 3,female
"(auto-talk) I don't want to go back to the Sanctum days, but I have to admit things are pretty rough at the moment. The Academy's top priority is finding an energy source to replace the fal'Cie. I'm scared to get close to Atlas, but I do what I have to do because I know my work will help others.",CHARACTER,Wandering Woman 4,female
(auto-talk) Shouldn't we stop the investigation?,CHARACTER,Wandering Woman 5,female
"(auto-talk) Did you hear about the new head of the investigation? Okay, listen to this. Apparently, it's someone Alyssa's age.",CHARACTER,Woman 1,female
"You're kidding! What are they, some kind of genius?",CHARACTER,Woman 2,female
"Well, they probably are. The Academy must have seen their potential right away. They're in charge of an entire department!",CHARACTER,Woman 1,female
That's incredible!,CHARACTER,Woman 2,female
"(auto-talk) Alyssa's really smart, too, for a trainee. I bet someone tries to recruit her into their lab. The Academy totally gives young people a chance to show what they can do.",CHARACTER,Woman 2,female
I really love it here!,CHARACTER,Woman 1,female
(auto-talk) Alyssa's cute and smart--she's going places.,CHARACTER,Woman 2,female
"Well, so are we!",CHARACTER,Woman 1,female
"Definitely! Let's prove ourselves, get promoted, and get some hot assistants!",CHARACTER,Woman 2,female
"(auto-talk) The rain isn't artificial--it's the real thing. I'd forgotten how good it feels on my skin. The army has a rough time fighting the monsters in the rain. If you're heading deep into the ruins, be very careful. The provisional government is behind the Academy 100%. They're counting on us, so we can't let a little rain get in our way. Watch out. The rain will make you lose your grip on the weapon. I can't emphasize enough how careful you should be.",CHARACTER,Wandering Man 1,male
"(auto-talk) We asked the army for help with this investigation. It seemed like the only reasonable thing. What with the paradox and Atlas and monsters, who can feel safe?",CHARACTER,Wandering Man 2,male
"(auto-talk) This is my first time on-site, but I can't. I'm scared... I'm so scared. I'm always locked away in my lab. I'm not used to being around... people. I feel like they're watching me. I can't concentrate! Please, don't talk to me! Don't try to make me feel better... because you can't!",CHARACTER,Man in Corner,male
